date,tempmin,tempmax,tempavg,humidity
2024-02-20,37.4,48.74,43.16,90.5
2024-02-21,34.52,50.0,41.72,81.9
2024-02-22,42.08,46.94,44.24,96.0
2024-02-23,34.88,48.38,41.54,77.9
2024-02-24,33.08,46.94,39.02,76.4
2024-02-25,30.2,50.0,39.2,67.1
2024-02-26,39.56,47.48,43.52,69.4
2024-02-27,37.94,45.14,41.9,87.7
2024-02-28,36.32,45.14,42.8,96.4
2024-02-29,41.36,51.08,44.24,86.2
2024-03-01,34.34,43.88,41.54,98.6
2024-03-02,35.42,51.08,42.44,89.4
2024-03-03,41.18,58.64,48.2,71.1
2024-03-04,41.18,47.48,44.24,87.9
2024-03-05,33.8,43.34,41.36,98.0
2024-03-06,32.54,40.28,36.14,98.1
2024-03-07,31.64,46.04,38.48,88.8
2024-03-08,29.66,47.84,37.94,85.6
2024-03-09,34.16,55.94,45.32,63.1
2024-03-10,37.04,54.14,45.86,67.8
2024-03-11,34.34,50.54,40.28,84.7
2024-03-12,36.86,48.38,41.54,84.9
2024-03-13,35.78,51.98,42.08,90.2
2024-03-14,30.74,61.7,44.6,77.9
2024-03-15,40.82,60.44,48.02,87.7
2024-03-16,42.98,58.64,49.28,81.2
2024-03-17,39.38,50.9,45.68,91.1
2024-03-18,44.78,49.64,46.58,99.3
2024-03-19,40.46,57.74,48.02,89.5
2024-03-20,37.76,64.04,49.1,79.0
2024-03-21,44.96,56.84,49.64,93.0
2024-03-22,40.46,62.78,50.18,76.8
2024-03-23,36.32,50.36,44.6,79.3
2024-03-24,36.68,44.6,40.1,79.0
2024-03-25,31.28,54.14,43.52,57.9
2024-03-26,40.64,58.1,48.92,45.3
2024-03-27,32.36,55.58,41.0,80.4
2024-03-28,27.32,41.9,32.9,84.8
2024-03-29,27.68,58.46,42.26,60.0
2024-03-30,35.06,49.82,42.98,71.6
2024-03-31,35.6,56.48,46.04,60.1
